xy_p xy_n yz_p yz_n zx_p zx_n
554 399 283 266 265 281 
130 831 289 267 160 371 
766 405 0 386 423 68 
572 427 291 245 242 271 
218 764 318 206 88 454 
556 471 230 282 284 225 
522 481 301 240 218 286 
415 648 372 175 0 438 
691 207 219 370 351 210 
467 570 228 289 269 225 
378 723 464 7 2 474 
920 0 184 377 382 185 
531 564 199 285 269 200 
436 651 452 0 114 395 
804 68 212 409 361 194 
501 562 203 273 292 217 
322 763 430 5 209 319 
559 463 223 292 280 231 
459 570 254 265 291 209 
681 378 224 263 248 254 
428 578 308 208 236 290 
199 819 256 143 411 220 
572 576 156 353 360 31 
618 445 195 287 287 216 
0 1022 312 203 206 305 
639 479 2 463 461 4 
542 507 182 313 321 183 
261 691 283 337 127 349 
708 456 88 309 275 212 
627 390 243 293 294 201 
528 484 253 261 204 318 
613 429 182 277 257 290 
633 433 231 270 284 197 
557 456 384 196 0 455 
742 183 277 274 263 309 
667 378 262 249 251 241 
487 287 641 0 0 633 
994 0 229 300 300 225 
644 385 242 265 270 242 
534 455 470 0 192 397 
754 182 321 263 251 277 
676 382 214 269 259 248 
518 502 321 195 314 198 
608 442 274 255 284 185 
616 434 194 289 287 228 
388 556 435 143 153 373 
0 919 554 8 7 560 
133 809 577 6 118 405 
603 470 528 69 378 0 
483 511 305 174 202 373 
60 859 468 122 200 339 
448 712 241 288 359 0 
512 704 191 205 211 225 
0 954 401 142 144 407 
333 939 0 367 409 0 
511 728 199 200 224 186 
101 813 350 181 118 485 
468 753 0 309 258 260 
528 574 282 211 181 272 
121 818 409 119 0 581 
575 473 0 396 44 560 
415 523 388 236 183 303 
322 631 466 32 0 597 
808 222 293 186 0 539 
556 422 344 205 205 316 
299 668 536 0 0 545 
1014 0 528 0 0 506 
534 474 295 219 209 317 
331 636 554 0 90 437 
745 263 571 45 220 204 
450 531 291 229 235 312 
894 141 75 444 436 58 
57 959 500 22 30 480 
200 813 431 5 170 429 
831 216 234 400 361 6 
849 153 85 440 452 69 
132 765 331 199 282 339 
572 539 147 381 409 0 
916 184 69 400 398 81 
0 905 326 246 249 322 
417 617 0 504 510 0 
900 267 74 375 358 74 
152 749 333 288 192 334 
597 521 0 392 371 167 
953 145 77 409 397 67 
177 862 385 203 4 417 
776 242 5 372 439 214 
905 154 55 430 414 90 
500 640 380 135 0 393 
779 147 219 316 256 331 
790 147 104 460 471 76 
507 647 446 0 0 448 
921 0 282 286 294 265 
737 158 137 438 440 138 
489 662 370 0 151 376 
768 155 328 262 322 213 
803 148 49 481 476 91 
865 171 134 381 347 150 
906 494 227 57 136 228 
346 641 313 202 292 254 
903 169 38 416 522 0 
1027 79 186 255 326 175 
56 848 345 250 242 307 
826 114 1 540 567 0 
887 138 153 354 356 160 
251 727 264 292 214 300 
911 107 5 553 440 32 
994 115 167 304 301 167 
775 455 196 256 132 234 
915 150 125 412 286 160 
815 163 137 378 409 146 
687 618 273 124 36 310 
1091 27 68 431 333 98 
819 199 122 397 373 138 
570 744 369 16 13 336 
1178 2 54 389 371 54 
861 162 150 364 368 143 
666 628 325 35 111 283 
1133 24 86 326 425 54 
781 193 139 399 407 129 
683 489 225 188 283 180 
808 184 162 352 430 112 
801 187 129 389 421 121 
893 69 176 407 392 111 
0 1035 512 0 0 501 
105 966 460 56 155 306 
620 317 152 406 553 0 
865 171 155 376 431 50 
0 1089 422 69 65 403 
603 227 0 628 590 0 
884 162 55 452 453 42 
99 935 347 158 51 458 
598 326 0 560 401 163 
888 165 69 435 360 131 
121 920 367 114 0 526 
814 176 8 537 339 174 
865 175 145 375 327 161 
213 807 393 108 0 527 
905 134 81 420 286 222 
880 86 164 399 324 195 
158 516 690 0 0 684 
1436 0 164 153 137 158 
1006 14 179 351 348 150 
209 805 523 0 100 411 
906 156 237 233 435 81 
891 82 236 352 386 101 
114 893 536 0 121 384 
810 177 174 332 537 18 
845 171 213 329 389 101 
333 689 350 162 158 356 
93 944 512 0 93 406 
100 915 529 0 120 384 
462 616 208 182 203 377 
341 680 361 160 152 354 
95 980 477 68 156 272 
563 687 168 278 289 63 
369 684 317 166 132 380 
0 1042 419 84 88 415 
702 600 15 364 352 15 
379 697 312 182 180 298 
94 990 263 159 71 471 
549 699 76 277 287 160 
367 699 313 180 184 305 
98 917 394 103 0 536 
427 596 393 204 211 217 
324 682 343 169 164 366 
231 775 436 88 0 518 
628 325 278 274 242 301 
334 680 352 165 197 320 
203 751 550 0 0 544 
808 129 212 358 337 204 
342 637 347 194 186 342 
247 766 542 0 89 404 
606 339 311 253 256 283 
295 693 327 197 169 367 
581 324 118 416 432 177 
0 1124 453 0 0 471 
84 1023 363 69 249 260 
523 451 90 370 614 0 
664 282 166 392 447 97 
0 1105 299 174 181 289 
464 475 0 502 607 0 
562 454 97 414 445 76 
0 1096 292 174 182 304 
392 508 0 560 588 0 
545 453 77 398 470 105 
88 1073 235 222 0 430 
545 438 0 534 435 96 
653 331 83 380 427 174 
308 755 382 89 0 514 
865 116 142 415 296 214 
617 286 97 412 451 185 
366 704 452 0 0 526 
928 0 208 324 348 240 
715 178 210 345 391 209 
357 737 456 0 0 498 
922 0 214 278 406 228 
717 166 214 354 401 196 
341 734 473 0 96 404 
824 109 269 223 450 173 
617 224 181 429 478 119 
253 703 417 123 125 427 
26 958 513 29 57 465 
258 1083 558 7 142 0 
254 852 351 122 125 344 
237 780 389 113 122 407 
38 1469 34 212 295 0 
280 851 291 142 148 336 
261 750 392 132 130 383 
121 1224 0 247 165 291 
266 868 324 137 142 311 
248 761 398 121 123 397 
254 960 50 138 0 646 
259 818 359 123 116 373 
241 775 403 123 118 388 
202 561 226 149 0 910 
252 718 407 123 128 420 
246 767 396 119 119 401 
502 102 583 8 0 853 
282 587 467 139 149 424 
245 781 393 123 122 384 
473 247 867 0 68 393 
271 631 454 126 136 430 
255 757 373 124 126 413 
180 790 742 0 130 206 
240 722 416 121 125 424 
253 781 368 120 125 401 
568 402 230 313 330 205 
403 569 320 235 203 318 
309 706 332 170 450 81 
629 456 196 359 358 50 
624 411 163 332 262 256 
0 928 225 314 460 121 
732 338 0 501 477 0 
616 410 211 299 289 223 
283 724 77 433 188 343 
616 491 8 381 373 179 
652 380 261 245 311 199 
464 561 154 373 87 409 
742 362 145 273 265 261 
631 397 250 261 334 175 
599 417 232 306 0 494 
706 239 198 344 299 262 
562 477 238 297 346 128 
822 243 416 0 0 567 
950 0 178 378 382 160 
582 454 198 305 317 192 
662 367 500 0 260 259 
752 186 275 301 340 194 
592 448 202 303 285 218 
507 531 399 81 344 186 
634 355 230 325 324 180 
604 419 171 328 271 255 
576 350 312 223 249 338 
280 688 462 53 94 471 
136 778 471 95 202 366 
617 376 162 381 512 0 
710 327 261 245 277 228 
39 886 437 105 153 428 
544 368 0 562 574 0 
680 399 188 295 276 210 
122 782 381 165 125 473 
607 380 0 479 417 165 
654 385 174 280 288 267 
195 762 430 108 50 503 
794 193 0 495 374 192 
650 346 242 263 266 281 
311 672 420 95 33 517 
955 167 114 364 141 307 
635 323 273 255 266 296 
283 691 527 11 17 519 
1352 0 214 112 149 221 
668 220 353 224 251 332 
320 678 508 21 100 421 
947 158 285 142 395 121 
685 233 312 270 237 311 
200 779 502 31 150 386 
824 230 246 162 586 0 
627 330 288 265 274 264 
426 394 369 276 218 365 
128 919 569 0 131 301 
151 1054 471 140 209 23 
569 429 280 241 377 152 
474 235 339 279 239 482 
25 1134 52 392 416 29 
550 722 54 354 334 34 
510 222 415 228 258 415 
146 1031 27 198 230 416 
605 492 84 371 201 295 
488 192 480 270 255 363 
179 832 77 256 0 704 
606 362 244 411 136 289 
471 317 423 311 254 272 
314 381 337 171 0 845 
545 323 310 319 206 345 
419 324 446 254 297 308 
326 0 853 0 0 869 
715 84 290 318 373 268 
431 315 415 229 245 413 
232 740 602 0 119 355 
548 318 355 211 321 295 
412 351 311 288 236 450 
145 872 584 0 144 303 
507 368 252 324 369 228 
397 406 383 223 254 385 
333 625 342 211 202 335 
0 987 546 0 0 515 
125 900 524 0 131 368 
456 585 444 0 563 0 
385 614 267 218 237 327 
63 968 445 69 166 337 
315 704 326 185 518 0 
391 648 245 264 284 216 
0 1054 371 137 71 415 
282 735 0 529 194 308 
388 656 199 306 293 206 
123 903 363 129 0 530 
425 586 0 569 0 468 
373 634 314 250 211 266 
127 848 403 124 0 546 
566 442 0 454 0 586 
371 508 375 258 245 291 
234 789 399 84 0 542 
708 323 181 318 0 518 
437 370 349 257 273 362 
216 791 563 0 0 478 
1027 0 803 0 0 218 
453 368 351 288 257 331 
127 889 532 0 125 375 
564 456 582 0 446 0 
387 496 283 254 267 361 
217 1075 303 184 0 269 
28 1088 371 0 0 561 
54 1084 457 0 0 453 
329 692 248 320 0 459 
262 911 211 236 0 428 
0 1178 411 78 0 381 
332 910 202 306 0 298 
254 911 251 241 0 391 
0 1171 326 166 0 385 
148 1175 223 294 0 208 
238 1015 303 232 0 260 
186 929 225 226 0 482 
351 883 0 415 0 399 
315 862 296 321 0 254 
202 869 253 205 0 519 
474 577 0 451 0 546 
388 776 230 382 0 272 
247 808 230 203 0 560 
505 475 103 376 0 589 
366 740 362 291 0 289 
227 885 370 0 0 566 
311 402 590 78 0 667 
279 823 352 195 0 399 
329 842 365 11 0 501 
368 583 300 256 0 541 
272 795 282 200 0 499 
402 632 291 206 197 320 
0 1003 534 1 1 509 
95 915 538 4 104 392 
746 278 257 213 554 0 
480 605 288 210 270 195 
65 917 463 80 149 374 
605 464 183 302 494 0 
517 552 261 245 292 181 
4 980 440 95 92 437 
586 516 0 482 371 93 
549 551 177 292 268 211 
87 876 410 118 39 518 
682 337 0 544 234 251 
509 596 193 264 209 277 
103 914 426 92 0 513 
780 266 0 505 214 283 
480 486 248 261 211 362 
207 804 444 70 0 523 
731 229 166 361 152 409 
556 395 269 256 220 352 
149 837 523 0 4 535 
808 95 363 212 317 253 
584 352 328 238 262 284 
88 903 533 0 101 423 
822 222 348 182 384 90 
476 470 353 226 281 242 
650 360 195 330 329 184 
417 623 342 156 157 353 
385 650 349 146 181 337 
506 505 521 0 516 0 
674 326 205 299 342 202 
217 720 354 197 227 333 
243 781 243 263 518 0 
672 432 155 332 350 107 
86 795 376 206 205 380 
0 1025 0 520 503 0 
716 418 92 368 367 87 
270 686 324 223 196 349 
254 777 0 512 250 255 
678 408 136 324 324 178 
301 718 308 201 203 317 
516 521 0 506 0 505 
614 426 147 367 341 153 
398 653 320 194 135 348 
781 243 264 243 0 517 
647 351 189 335 309 217 
361 746 382 92 92 375 
1023 0 482 0 0 543 
720 258 193 344 336 197 
403 662 333 146 182 322 
764 255 522 0 253 254 
645 363 212 315 333 180 
438 521 309 264 229 287 
163 877 485 0 192 331 
161 868 439 63 244 273 
601 529 145 340 362 71 
438 618 274 210 241 267 
0 1037 401 102 108 400 
663 440 0 513 432 0 
475 618 256 216 218 265 
147 889 270 228 77 437 
626 509 6 387 358 162 
457 637 254 229 227 244 
178 858 329 181 0 502 
619 448 191 303 328 159 
447 596 279 232 208 286 
308 713 356 161 0 510 
667 232 314 316 304 215 
445 538 309 225 208 323 
204 797 522 0 0 525 
939 0 210 318 376 205 
417 506 322 240 242 321 
310 712 520 0 137 369 
742 165 305 279 351 206 
447 499 328 225 221 328 
181 831 525 0 178 333 
603 340 162 329 304 310 
440 564 304 211 234 295 
441 567 293 240 224 283 
134 907 497 0 136 374 
153 878 517 0 151 349 
531 503 130 290 280 314 
401 614 271 249 199 314 
116 913 408 110 215 286 
605 533 147 337 386 40 
427 617 264 232 234 274 
0 1028 368 145 148 359 
730 421 0 442 455 0 
436 612 272 234 230 264 
117 899 285 231 103 413 
569 551 80 365 331 152 
427 614 277 228 239 263 
146 876 353 170 0 503 
524 460 355 285 293 131 
401 603 322 206 242 274 
310 699 398 121 0 520 
649 176 247 358 318 300 
430 543 312 222 227 314 
269 744 518 0 0 517 
799 0 235 393 397 224 
440 524 324 220 233 307 
320 709 509 0 125 385 
629 220 277 307 333 282 
442 536 300 229 231 310 
334 620 353 244 243 254 
162 882 503 0 160 341 
333 716 338 77 584 0 
381 704 171 263 281 248 
303 714 311 207 207 306 
165 856 185 281 561 0 
390 815 86 340 318 99 
308 729 293 213 208 297 
246 774 0 519 249 260 
441 767 125 297 292 126 
313 737 287 210 211 290 
502 523 0 510 0 513 
539 574 350 185 198 202 
416 617 357 149 154 355 
670 336 111 332 0 599 
543 419 486 200 182 218 
415 616 362 150 153 352 
885 153 280 132 0 598 
677 184 406 155 211 415 
421 589 371 154 154 359 
765 262 518 0 248 255 
587 256 391 233 211 370 
422 577 370 158 154 367 
510 514 522 0 502 0 
386 553 171 285 250 403 
304 711 319 206 209 299 
593 403 194 326 302 230 
397 628 322 183 205 313 
158 854 538 0 157 341 
873 162 163 363 487 0 
623 384 242 327 315 157 
136 898 447 65 214 288 
736 281 128 400 501 2 
607 433 217 336 280 175 
14 958 407 160 147 362 
753 298 5 480 504 8 
619 441 201 310 303 174 
134 904 325 209 54 422 
739 267 3 513 386 140 
603 425 210 314 289 207 
157 883 365 156 0 487 
868 160 0 515 343 162 
618 403 174 336 287 230 
257 737 400 139 3 512 
903 144 66 438 294 203 
603 403 223 320 287 212 
297 717 480 5 5 544 
1006 13 168 403 333 125 
620 378 221 323 274 232 
267 727 546 4 139 365 
888 142 207 330 422 59 
603 413 242 312 297 181 
593 431 212 300 301 211 
446 614 301 190 195 302 
148 740 364 216 276 304 
437 665 82 389 475 0 
595 426 213 330 322 162 
0 742 401 259 251 395 
413 711 0 464 460 0 
608 372 233 313 309 213 
108 736 322 273 227 382 
431 683 0 474 395 65 
605 400 170 326 317 230 
201 724 410 171 1 541 
884 211 0 549 193 211 
674 375 153 317 304 225 
498 674 352 134 11 379 
860 81 293 277 166 371 
643 372 207 310 296 220 
511 786 387 0 0 364 
922 0 361 202 200 363 
611 444 194 309 298 192 
510 681 398 19 92 348 
876 66 377 170 258 301 
642 409 205 289 310 193 
175 961 404 0 202 306 
745 208 207 248 640 0 
622 382 224 311 360 149 
513 453 291 243 249 299 
0 1006 528 0 0 514 
140 881 417 101 237 272 
517 485 190 358 498 0 
553 550 208 269 291 177 
0 1018 372 150 134 374 
387 587 0 525 549 0 
673 528 68 364 346 69 
123 894 275 242 105 409 
474 540 0 505 319 210 
622 555 94 318 360 99 
176 871 336 169 0 496 
740 273 0 447 324 264 
528 537 232 271 259 221 
338 689 380 140 0 501 
853 200 139 358 164 334 
582 285 302 295 274 310 
285 745 502 0 0 516 
1091 0 296 186 177 298 
728 51 306 322 319 322 
346 682 502 0 128 390 
852 201 375 124 322 174 
689 85 309 334 294 337 
169 833 522 0 176 348 
787 267 267 257 470 0 
526 434 259 255 275 299 
0 459 452 369 382 386 
0 953 510 0 283 302 
0 594 502 0 952 0 
0 395 528 357 407 361 
0 654 451 287 314 342 
0 835 232 424 557 0 
0 523 416 389 443 277 
0 645 458 289 313 343 
0 1105 0 206 737 0 
0 667 342 386 420 233 
0 585 488 294 321 360 
0 804 0 568 423 253 
0 462 418 407 426 335 
0 618 488 282 323 337 
0 600 0 833 287 328 
0 426 466 399 395 362 
0 678 458 278 308 326 
0 427 229 569 409 414 
0 462 439 381 409 357 
0 660 463 285 312 328 
0 340 558 270 426 454 
0 500 462 363 404 319 
0 660 453 298 307 330 
0 420 494 369 583 182 
0 456 521 340 378 353 
0 645 456 285 322 340 
435 621 345 151 183 313 
11 1026 502 0 12 497 
105 921 510 0 113 399 
721 417 148 304 300 158 
451 638 308 162 182 307 
78 901 436 99 182 352 
681 492 142 346 387 0 
513 628 277 187 132 311 
0 985 402 117 124 420 
705 448 0 447 448 0 
498 644 262 183 187 274 
96 919 380 133 40 480 
723 513 36 321 302 153 
466 635 290 188 171 298 
120 894 404 109 0 521 
705 300 282 311 295 155 
442 596 330 180 174 326 
231 779 424 86 0 528 
891 159 125 326 257 290 
496 512 362 167 192 319 
177 823 527 0 0 521 
1089 0 164 321 318 156 
499 466 359 184 198 342 
223 801 529 0 94 401 
825 140 249 282 305 247 
455 538 339 185 196 335 
422 591 223 250 242 320 
11 961 527 0 71 478 
80 927 636 0 76 329 
731 256 198 341 455 67 
400 603 352 207 224 262 
55 974 417 96 172 334 
643 442 132 373 446 12 
398 595 328 242 237 248 
0 1023 365 112 180 368 
703 404 35 459 447 0 
397 635 280 249 250 237 
58 961 347 155 100 427 
623 442 41 434 395 113 
425 591 266 231 229 306 
72 940 449 63 0 524 
630 345 74 405 351 243 
396 604 264 225 236 323 
339 694 448 51 0 516 
748 127 193 406 330 244 
399 583 287 250 262 267 
338 663 512 0 43 492 
688 107 365 383 355 150 
418 554 309 252 252 263 
349 669 536 0 54 440 
707 173 308 314 384 162 
375 603 331 248 248 243 
348 629 308 233 229 301 
0 929 527 34 27 531 
77 814 494 90 162 411 
358 586 392 238 474 0 
484 529 304 194 227 310 
0 899 406 188 178 377 
52 825 53 522 596 0 
558 567 203 278 232 210 
0 898 394 176 180 400 
0 875 0 611 562 0 
546 571 206 265 260 200 
75 847 373 195 111 447 
265 676 0 433 404 270 
491 526 317 216 201 297 
89 871 436 91 0 561 
712 313 138 292 0 593 
436 510 308 255 234 305 
243 725 529 0 0 551 
964 75 445 66 0 498 
544 436 260 275 281 252 
242 723 547 0 0 536 
1023 0 496 0 0 529 
569 435 247 277 272 248 
83 882 536 0 95 452 
742 263 534 0 255 254 
386 569 281 262 265 285 
596 412 179 325 258 278 
486 548 359 138 229 288 
199 859 533 0 214 243 
852 237 206 304 440 9 
661 341 292 235 279 240 
0 1028 332 185 221 282 
798 345 47 410 419 29 
616 404 275 241 290 222 
0 1014 279 278 176 301 
809 352 27 425 390 45 
607 416 225 283 249 268 
203 842 259 197 0 547 
862 247 11 441 299 188 
610 385 230 282 250 291 
209 777 253 204 0 605 
817 196 12 461 309 253 
602 395 228 274 244 305 
448 554 445 1 0 600 
896 23 181 376 321 251 
589 405 210 305 263 276 
464 520 636 0 0 428 
905 23 255 331 357 177 
614 395 288 244 269 238 
218 783 588 0 218 241 
802 198 257 326 451 14 
609 389 305 244 281 220 
197 116 323 569 450 393 
0 1023 529 0 0 496 
8 987 516 0 141 396 
206 173 397 429 588 255 
199 0 362 519 621 347 
7 1010 409 86 206 330 
62 523 232 488 656 87 
233 0 355 570 547 343 
0 1061 397 103 95 392 
0 551 0 749 748 0 
233 0 335 588 558 334 
7 1061 236 207 80 457 
102 442 138 618 469 279 
242 0 352 546 535 373 
13 967 408 144 0 516 
189 158 319 545 417 420 
193 136 321 559 441 398 
13 914 449 126 0 546 
203 143 388 457 375 482 
232 0 394 541 508 373 
0 949 551 0 0 548 
240 0 477 415 453 463 
234 0 395 530 512 377 
12 905 567 0 132 432 
206 145 472 363 490 372 
209 0 375 543 547 374 
189 813 498 0 215 333 
7 1047 526 0 21 447 
94 1006 492 0 196 260 
200 977 263 0 428 180 
148 945 313 0 286 356 
61 1059 349 0 215 364 
96 1099 291 0 308 254 
98 962 379 0 225 384 
87 987 302 0 322 350 
190 903 355 0 359 241 
166 881 427 0 256 318 
24 963 540 0 22 499 
163 903 428 0 227 327 
184 751 529 0 207 377 
222 725 628 0 6 467 
248 651 600 0 226 323 
198 745 569 0 197 339 
208 702 632 0 131 375 
292 555 622 0 219 360 
215 751 559 0 201 322 
68 776 728 0 0 476 
265 565 733 0 140 345 
199 755 581 0 85 428 
150 889 578 0 174 257 
402 415 753 0 371 107 
257 802 422 0 254 313 
634 408 181 300 296 229 
381 649 315 179 257 267 
118 949 364 139 204 274 
658 424 105 420 441 0 
613 418 192 297 340 188 
0 1170 326 99 106 347 
718 219 0 557 554 0 
604 444 171 309 344 176 
123 969 267 226 82 381 
657 352 0 488 433 118 
616 416 169 312 360 175 
190 790 364 124 169 411 
707 365 113 354 354 155 
628 409 188 305 297 221 
310 691 431 127 0 489 
851 120 165 350 343 219 
634 424 212 284 327 167 
234 658 575 0 0 581 
1123 0 121 328 386 90 
615 404 198 294 333 204 
275 673 505 0 131 464 
945 112 192 303 378 118 
640 408 153 318 315 214 
309 771 363 56 131 418 
702 283 138 334 370 221 
617 406 218 288 320 199 
568 349 136 361 407 227 
171 848 513 0 173 343 
505 508 515 0 520 0 
666 344 188 287 501 62 
445 553 303 212 323 212 
208 817 214 295 514 0 
560 444 100 363 528 53 
462 548 292 215 328 203 
0 1026 0 524 498 0 
632 397 5 449 521 44 
451 559 297 209 319 213 
235 800 0 508 282 223 
539 505 44 365 416 179 
457 548 305 213 310 215 
520 516 0 513 0 499 
651 316 125 348 401 207 
460 540 294 211 331 212 
804 216 299 214 0 515 
719 255 160 392 280 242 
453 559 293 209 319 215 
1008 0 530 0 0 510 
807 151 183 412 299 196 
460 553 268 217 318 232 
792 230 514 0 233 279 
769 152 284 298 353 192 
440 554 282 221 325 226 
660 368 127 390 130 373 
352 637 366 136 371 186 
434 576 322 218 369 129 
484 536 328 250 376 74 
1018 0 0 516 514 0 
0 996 0 535 517 0 
374 622 0 526 526 0 
1002 0 0 530 516 0 
416 588 104 388 214 338 
476 535 57 394 257 329 
1044 0 0 520 484 0 
522 465 242 287 236 296 
541 454 192 330 246 285 
1054 0 0 499 495 0 
606 479 195 317 87 364 
650 408 152 344 142 352 
1030 0 0 496 522 0 
986 0 529 0 0 533 
1030 0 325 197 188 308 
1046 0 0 491 511 0 
627 459 369 60 332 201 
677 384 357 120 362 148 
1004 0 0 543 501 0 
504 487 292 222 297 246 
558 457 287 235 315 196 
994 0 0 524 530 0 
397 567 366 233 214 271 
157 860 506 0 140 385 
301 757 540 0 299 151 
464 590 190 246 235 323 
